"Key for ""Category"""			
eup	Euploid segment		
lym	Lymphocyte V(D)J recombination		
put	Putative CNV		
			
Sample	Size (bins)	IntDist	Category
dev445	1456	0.008187574	eup
dev445	1446	0.026261301	eup
dev445	800	0.016895865	eup
dev445	48	0.078129188	eup
dev445	11	0.21834318	eup
dev445	1261	0.01231596	eup
dev445	1235	0.01872587	eup
dev445	366	0.065803806	eup
dev445	366	0.113685948	eup
dev445	1232	0.094280134	eup
dev445	1122	0.00797636	eup
dev445	1007	0.018632399	eup
dev445	94	0.161300597	eup
dev445	421	0.132698107	eup
dev445	711	0.054495075	eup
dev445	1016	0.058034978	eup
dev445	959	0.054759244	eup
dev445	893	0.010564761	eup
dev445	886	0.048111292	eup
dev445	593	0.027477888	eup
dev446	1907	0.055640944	eup
dev446	1793	0.059399036	eup
dev446	1136	0.015765969	eup
dev446	53	0.337120601	eup
dev446	345	0.073061549	eup
dev446	93	0.017590513	eup
dev446	81	0.009334178	eup
dev446	634	0.064311348	eup
dev446	72	0.135355949	eup
dev446	23	0.417004848	eup
dev446	524	0.074892728	eup
dev446	1456	0.0554798	eup
dev446	1446	0.046758826	eup
dev446	1295	0.003814125	eup
dev446	1020	0.06858316	eup
dev446	176	0.072248894	eup
dev446	281	0.032698955	eup
dev446	1271	0.013229627	eup
dev446	595	0.003091041	eup
dev446	636	0.021167231	eup
dev446	1065	0.011163012	eup
dev446	45	0.089675478	eup
dev446	36	0.355599708	eup
dev446	869	0.030844907	eup
dev446	1134	0.010913107	eup
dev446	1016	0.016324832	eup
dev446	959	0.002748553	eup
dev446	893	0.019465336	eup
dev446	372	0.035998706	eup
dev446	593	0.014131841	eup
dev447	44	0.02030525	eup
dev447	372	0.033871555	eup
dev447	162	0.046108589	eup
dev447	683	0.043399827	eup
dev447	1661	0.091777391	eup
dev447	55	0.003890243	eup
dev447	655	0.00160348	eup
dev447	46	0.043619101	eup
dev447	180	0.010772966	eup
dev447	313	0.07876857	eup
dev447	30	0.344773365	eup
dev447	129	0.157858175	eup
dev447	675	0.004312543	eup
dev447	107	0.179032339	eup
dev447	347	0.013613271	eup
dev447	124	0.010646647	eup
dev447	228	0.006566904	eup
dev447	399	0.021602579	eup
dev447	178	0.161940703	eup
dev447	273	0.04000335	eup
dev447	169	0.0346089	eup
dev447	241	0.014722164	eup
dev447	577	0.013467077	eup
dev447	269	0.045988245	eup
dev447	147	0.052192208	eup
dev447	185	0.235382786	eup
dev447	761	0.024961491	eup
dev447	310	0.025045943	eup
dev447	652	0.020994686	eup
dev447	129	0.081106953	eup
dev447	33	0.173419187	eup
dev447	1232	9.06E-05	eup
dev447	1065	0.070621175	eup
dev447	52	0.025642984	eup
dev447	1138	0.002962782	eup
dev447	376	0.025270067	eup
dev447	757	0.019402782	eup
dev447	573	0.000187586	eup
dev447	376	0.040928367	eup
dev447	82	0.009614575	eup
dev447	870	0.070219411	eup
dev447	419	0.057808043	eup
dev447	433	0.042495388	eup
dev447	470	0.016353738	eup
dev447	309	0.072656453	eup
dev447	69	0.139300578	eup
dev447	593	0.01895414	eup
dev447	5	0.148391446	eup
dev447	12	0.298585532	eup
dev448	734	0.027996323	eup
dev448	248	0.059089988	eup
dev448	859	0.008947853	eup
dev448	1793	0.032482733	eup
dev448	65	0.110303514	eup
dev448	1457	0.025582227	eup
dev448	241	0.093016903	eup
dev448	1230	0.090897032	eup
dev448	843	0.00217743	eup
dev448	596	0.022881083	eup
dev448	11	0.341374477	eup
dev448	639	0.068997764	eup
dev448	804	0.112287675	eup
dev448	367	0.073559034	eup
dev448	926	0.070819286	eup
dev448	670	0.033476859	eup
dev448	272	0.009863766	eup
dev448	134	0.081302423	eup
dev448	329	0.008245685	eup
dev448	385	0.082142678	eup
dev448	374	0.055479937	eup
dev448	112	0.062464245	eup
dev448	1088	0.075849105	eup
dev448	130	0.151791041	eup
dev448	37	0.120588173	eup
dev448	1011	0.017640359	eup
dev448	1122	0.058692373	eup
dev448	1138	0.000151192	eup
dev448	385	0.175500774	eup
dev448	38	0.202108944	eup
dev448	144	0.120118903	eup
dev448	235	0.082456075	eup
dev448	117	0.055941318	eup
dev448	27	0.213700048	eup
dev448	190	0.11581228	eup
dev448	310	0.13844834	eup
dev448	66	0.08104472	eup
dev448	22	0.085718987	eup
dev448	893	0.019647038	eup
dev448	833	0.024266794	eup
dev448	37	0.061891211	eup
dev448	593	0.038459949	eup
dev448	26	0.254217699	eup
dev450	131	0.020823933	eup
dev450	1773	0.034057194	eup
dev450	1793	0.06443723	eup
dev450	88	0.084993069	eup
dev450	247	0.058086145	eup
dev450	1123	0.026078553	eup
dev450	32	0.200642925	eup
dev450	128	0.045506787	eup
dev450	902	0.193720437	eup
dev450	81	0.060871062	eup
dev450	37	0.061484787	eup
dev450	200	0.133263731	eup
dev450	341	0.0754125	eup
dev450	80	0.149538407	eup
dev450	26	0.120405957	eup
dev450	139	0.117626023	eup
dev450	14	0.403277192	eup
dev450	85	0.183537368	eup
dev450	41	0.10099224	eup
dev450	135	0.35963707	eup
dev450	37	0.067793934	eup
dev450	37	0.007658368	eup
dev450	36	0.1714099	eup
dev450	35	0.3309975	eup
dev450	65	0.058317684	eup
dev450	168	0.042149794	eup
dev450	445	0.10783249	eup
dev450	475	0.0242957	eup
dev450	613	0.036067897	eup
dev450	168	0.006919216	eup
dev450	244	0.403254392	eup
dev450	78	0.397178731	eup
dev450	135	0.396762457	eup
dev450	530	0.429288577	eup
dev450	206	0.019886891	eup
dev450	325	0.053307394	eup
dev450	29	0.405738131	eup
dev450	254	0.051559713	eup
dev450	7	0.406142678	eup
dev450	67	0.073475791	eup
dev450	1190	0.097716112	eup
dev450	13	0.496530413	eup
dev450	43	0.13665689	eup
dev450	419	0.468709782	eup
dev450	200	0.061546832	eup
dev450	154	0.019291466	eup
dev450	6	0.430255407	eup
dev450	121	0.131732281	eup
dev450	261	0.088334782	eup
dev450	21	0.058140113	eup
dev450	336	0.036869243	eup
dev450	188	0.094467278	eup
dev450	449	0.10292101	eup
dev450	233	0.199080332	eup
dev450	172	0.076793726	eup
dev450	84	0.10475642	eup
dev450	419	0.411714323	eup
dev450	217	0.188622789	eup
dev450	286	0.210894888	eup
dev450	70	0.05071638	eup
dev450	103	0.007892576	eup
dev450	899	0.123426547	eup
dev450	310	0.151083351	eup
dev450	75	0.107396982	eup
dev450	38	0.089843401	eup
dev450	212	0.038132478	eup
dev450	260	0.152422059	eup
dev450	633	0.293021438	eup
dev450	155	0.011432133	eup
dev450	634	0.056942244	eup
dev450	78	0.065299669	eup
dev450	277	0.255698883	eup
dev450	238	0.448094867	eup
dev451	366	0.045360778	eup
dev451	559	0.015295727	eup
dev451	975	0.047871081	eup
dev451	455	0.021448483	eup
dev451	187	0.014282131	eup
dev451	735	0.020955678	eup
dev451	345	0.006081086	eup
dev451	395	0.020404282	eup
dev451	270	0.013014685	eup
dev451	31	0.330711235	eup
dev451	56	0.091362095	eup
dev451	1205	0.030982863	eup
dev451	136	0.024703847	eup
dev451	66	0.15990038	eup
dev451	263	0.029935793	eup
dev451	1024	0.001925921	eup
dev451	158	0.003141069	eup
dev451	628	0.000109775	eup
dev451	379	0.016776997	eup
dev451	433	0.003735045	eup
dev451	456	0.014461262	eup
dev451	89	0.06703219	eup
dev451	725	0.011569012	eup
dev451	43	0.087125151	eup
dev451	63	0.148876335	eup
dev451	56	0.016505877	eup
dev451	87	0.055658429	eup
dev451	882	0.003000308	eup
dev451	138	0.045782214	eup
dev451	269	0.062308391	eup
dev451	999	0.020843402	eup
dev451	1232	0.013602085	eup
dev451	1052	0.022157047	eup
dev451	66	0.102988515	eup
dev451	123	0.069703696	eup
dev451	1013	0.033174379	eup
dev451	419	0.005637448	eup
dev451	312	0.069229547	eup
dev451	97	0.073726977	eup
dev451	296	0.008252579	eup
dev451	1016	0.006815115	eup
dev451	321	0.029165167	eup
dev451	480	0.012910955	eup
dev451	404	0.023110459	eup
dev451	481	0.01296733	eup
dev451	481	0.062249241	eup
dev451	379	0.041894388	eup
dev451	593	0.004646691	eup
dev452	330	0.060066345	eup
dev452	437	0.030825984	eup
dev452	1135	0.007203706	eup
dev452	1793	0.047657672	eup
dev452	1214	0.020165564	eup
dev452	64	0.045883883	eup
dev452	250	0.000266518	eup
dev452	330	0.06834393	eup
dev452	115	0.22835087	eup
dev452	1002	0.009253152	eup
dev452	169	0.00197167	eup
dev452	35	0.003443238	eup
dev452	611	0.071708008	eup
dev452	633	0.0123594	eup
dev452	656	0.001316342	eup
dev452	36	0.071784239	eup
dev452	1255	0.014231255	eup
dev452	325	0.020860599	eup
dev452	406	0.02789513	eup
dev452	343	0.14147874	eup
dev452	1235	0.002628941	eup
dev452	477	0.005401912	eup
dev452	624	0.024868937	eup
dev452	1232	0.026402421	eup
dev452	1065	0.006528764	eup
dev452	45	0.086464444	eup
dev452	940	0.002306635	eup
dev452	533	0.015697719	eup
dev452	600	0.003674317	eup
dev452	422	0.019000298	eup
dev452	551	0.008881286	eup
dev452	959	0.089555732	eup
dev452	893	0.012194965	eup
dev452	603	0.010746559	eup
dev452	279	0.079383645	eup
dev452	593	0.014803394	eup
dev454	1372	0.046612793	eup
dev454	534	0.005921748	eup
dev454	1793	0.059178403	eup
dev454	1534	0.012435245	eup
dev454	841	0.032827612	eup
dev454	622	0.021284984	eup
dev454	1456	0.000385988	eup
dev454	1446	0.004490742	eup
dev454	1295	0.001622566	eup
dev454	76	0.006116752	eup
dev454	1178	0.01970905	eup
dev454	1235	0.015105928	eup
dev454	1271	0.029940118	eup
dev454	1232	0.015178713	eup
dev454	952	0.041591157	eup
dev454	169	0.001007802	eup
dev454	993	0.003829042	eup
dev454	145	0.057340227	eup
dev454	1134	0.014513528	eup
dev454	387	0.036007965	eup
dev454	473	0.018416838	eup
dev454	151	0.050203905	eup
dev454	959	0.02127052	eup
dev454	773	0.069308362	eup
dev454	96	0.004127105	eup
dev454	18	0.104700025	eup
dev454	886	0.013496457	eup
dev454	280	0.072147688	eup
dev455	1907	0.037179929	eup
dev455	1793	0.030507499	eup
dev455	1534	0.094816087	eup
dev455	1474	0.018601653	eup
dev455	1456	0.132293639	eup
dev455	377	0.139083301	eup
dev455	1067	0.133830828	eup
dev455	1295	0.009950455	eup
dev455	1261	0.009645428	eup
dev455	1004	0.093674283	eup
dev455	230	0.072461506	eup
dev455	1271	0.058218753	eup
dev455	1232	0.003192646	eup
dev455	1122	0.105430649	eup
dev455	24	0.22008712	eup
dev455	1109	0.004760882	eup
dev455	419	0.066072573	eup
dev455	711	0.013255934	eup
dev455	1016	0.014780137	eup
dev455	959	0.039799792	eup
dev455	893	0.072636231	eup
dev455	886	0.030043242	eup
dev455	593	0.017685487	eup
dev456	726	0.059985323	eup
dev456	68	0.011019353	eup
dev456	796	0.079671355	eup
dev456	23	0.197175072	eup
dev456	11	0.274577975	eup
dev456	1793	0.155356044	eup
dev456	90	0.057810512	eup
dev456	1435	0.01545835	eup
dev456	1236	0.009707306	eup
dev456	11	0.184720794	eup
dev456	200	0.021872098	eup
dev456	808	0.127849143	eup
dev456	213	0.03797431	eup
dev456	161	0.249508771	eup
dev456	1446	0.048938139	eup
dev456	108	0.207734456	eup
dev456	44	0.085966228	eup
dev456	212	0.040026579	eup
dev456	53	0.079251751	eup
dev456	610	0.091901256	eup
dev456	71	0.342423429	eup
dev456	91	0.209924518	eup
dev456	790	0.067675238	eup
dev456	107	0.229061615	eup
dev456	358	0.00950094	eup
dev456	1035	0.00514105	eup
dev456	194	0.029923824	eup
dev456	739	0.050411936	eup
dev456	531	0.063035846	eup
dev456	1137	0.019861777	eup
dev456	93	0.00985714	eup
dev456	247	0.038417519	eup
dev456	864	0.048965663	eup
dev456	634	0.090654257	eup
dev456	420	0.101885417	eup
dev456	712	0.112961559	eup
dev456	334	0.004433945	eup
dev456	679	0.039740969	eup
dev456	4	0.197439979	eup
dev456	148	0.199789728	eup
dev456	791	0.029758857	eup
dev456	246	0.146901764	eup
dev456	374	0.165757141	eup
dev456	5	0.315683156	eup
dev456	243	0.014964473	eup
dev456	347	0.060070207	eup
dev456	355	0.083641396	eup
dev456	40	0.082547501	eup
dev456	27	0.150937783	eup
dev456	508	0.027488353	eup
LYMcell01	40	0.065643482	eup
LYMcell03	40	0.061591686	eup
LYMcell04	40	0.090445844	eup
LYMcell06	40	0.06457909	eup
LYMcell07	40	0.088256377	eup
LYMcell08	40	0.064294846	eup
LYMcell15	40	0.088733919	eup
LYMcell26	40	0.083468274	eup
LYMcell27	40	0.062581628	eup
LYMcell28	40	0.068604156	eup
LYMcell29	40	0.079019695	eup
LYMcell31	40	0.070270669	eup
LYMcell32	40	0.059621257	eup
LYMcell34	40	0.085305571	eup
LYMcell35	40	0.045183382	eup
LYMcell40	40	0.064991011	eup
LYMcell43	40	0.057626219	eup
LYMcell45	40	0.073592123	eup
LYMcell47	40	0.087371248	eup
dev266	371	0.064146369	eup
dev266	932	0.053565229	eup
dev266	40	0.124109765	eup
dev267	1315	0.012299856	eup
dev267	40	0.000481118	eup
dev270	1315	0.102122178	eup
dev270	40	0.046651616	eup
dev271	144	0.090159193	eup
dev271	25	0.249505492	eup
dev271	33	0.203261293	eup
dev271	170	0.325820647	eup
dev271	458	0.331193203	eup
dev271	144	0.19826661	eup
dev271	128	0.186179194	eup
dev271	75	0.283389745	eup
dev271	52	0.015816636	eup
dev271	40	0.26291403	eup
dev272	1315	0.039273071	eup
dev272	40	0.04200471	eup
dev273	1239	0.057775923	eup
dev273	40	0.021117447	eup
dev274	1315	0.039900035	eup
dev274	40	0.023973945	eup
dev275	1114	0.013815809	eup
dev275	85	0.00602585	eup
dev275	40	0.005440481	eup
dev276	1315	0.075034434	eup
dev276	40	0.036867499	eup
dev277	665	0.066187972	eup
dev277	647	0.088159933	eup
dev277	40	0.045475193	eup
dev278	1315	0.017150188	eup
dev278	40	0.014132661	eup
dev280	1315	0.051900191	eup
dev280	40	0.016531563	eup
dev281	619	0.150178079	eup
dev281	39	0.059875181	eup
dev281	213	0.042852265	eup
dev281	238	0.015224512	eup
dev281	168	0.188482164	eup
dev281	40	0.098116498	eup
dev282	238	0.060880315	eup
dev282	104	0.034634596	eup
dev282	125	0.026514051	eup
dev282	278	0.014537217	eup
dev282	208	0.022057956	eup
dev282	169	0.15995885	eup
dev282	177	0.008054259	eup
dev282	40	0.059420109	eup
dev283	629	0.123904628	eup
dev283	685	0.081678365	eup
dev283	35	0.137039502	eup
dev284	1038	0.039089931	eup
dev284	276	0.053192611	eup
dev284	40	0.041558287	eup
dev286	859	0.055190771	eup
dev286	455	0.065289433	eup
dev286	40	0.018978895	eup
dev340	766	0.00893747	eup
dev340	548	0.013516224	eup
dev340	40	0.014925289	eup
dev341	485	0.063901356	eup
dev341	600	0.005306617	eup
dev341	187	0.003094384	eup
dev341	40	0.008814107	eup
dev342	44	0.121268372	eup
dev342	40	0.016980862	eup
dev343	1315	0.079116143	eup
dev343	40	0.010944041	eup
dev344	285	0.063166957	eup
dev344	503	0.051471297	eup
dev344	309	0.057272305	eup
dev344	207	0.054005412	eup
dev344	40	0.093639881	eup
dev345	984	0.000908758	eup
dev345	70	0.04267856	eup
dev345	129	0.046968349	eup
dev345	66	0.046905912	eup
dev345	40	0.116855744	eup
dev346	1315	0.013648057	eup
dev346	40	0.03348255	eup
dev347	1297	0.004431659	eup
dev347	16	0.151670062	eup
dev347	40	0.023849414	eup
dev348	519	0.005899668	eup
dev348	99	0.067225301	eup
dev348	267	0.028320442	eup
dev348	275	0.049000753	eup
dev348	41	0.03696428	eup
dev348	40	0.005112443	eup
dev349	780	0.030813799	eup
dev349	534	0.04474708	eup
dev349	40	0.010565786	eup
dev350	1315	0.040261108	eup
dev350	40	0.040904907	eup
dev351	667	0.078505102	eup
dev351	29	0.028088721	eup
dev351	490	0.085873919	eup
dev351	40	0.092810399	eup
dev352	841	0.048744873	eup
dev352	473	0.038508135	eup
dev352	40	0.065046648	eup
dev353	652	0.035568833	eup
dev353	662	0.012705569	eup
dev353	40	0.039328793	eup
dev354	471	0.015947842	eup
dev354	83	0.020153749	eup
dev354	40	0.040603602	eup
dev355	1315	0.034927847	eup
dev355	40	0.057655262	eup
dev356	12	0.488453223	eup
dev356	137	0.080079132	eup
dev356	61	0.113378958	eup
dev356	124	0.041856281	eup
dev356	700	0.013160142	eup
dev356	171	0.063868208	eup
dev356	60	0.013520561	eup
dev356	40	0.038051397	eup
dev357	622	0.04080902	eup
dev357	216	0.031295101	eup
dev357	474	0.016059494	eup
dev357	40	0.027010232	eup
dev358	247	0.084720158	eup
dev358	187	0.148852856	eup
dev358	30	0.295258956	eup
dev358	300	0.044662614	eup
dev358	219	0.035363275	eup
dev358	41	0.335314316	eup
dev358	257	0.110774857	eup
dev358	34	0.079166852	eup
dev359	94	0.034822496	eup
dev359	1209	0.008046359	eup
dev359	40	0.029830725	eup
dev360	1315	0.010523565	eup
dev360	40	0.132790375	eup
dev361	1315	0.018525858	eup
dev361	40	0.061669839	eup
dev363	1315	0.054216517	eup
dev363	40	0.056194808	eup
dev442	642	0.007619257	eup
dev442	672	0.052633863	eup
dev442	40	0.090596345	eup
dev443	1315	0.02780635	eup
dev443	40	0.028313969	eup
dev444	102	0.014020894	eup
dev444	1210	0.085437592	eup
dev444	40	0.116380791	eup
dev445	1251	0.060175722	eup
dev445	40	0.032653339	eup
dev446	194	0.013485606	eup
dev446	1119	0.0150918	eup
dev446	40	0.047066574	eup
dev447	454	0.008362796	eup
dev447	331	0.013212455	eup
dev447	513	0.037955651	eup
dev447	40	0.020307194	eup
dev448	1025	0.018653241	eup
dev448	29	0.152968846	eup
dev448	234	0.021871663	eup
dev448	40	0.068935526	eup
dev450	252	0.060227849	eup
dev450	69	0.035738475	eup
dev450	984	0.034811146	eup
dev450	40	0.130239159	eup
dev451	62	0.088427895	eup
dev451	1250	0.051866128	eup
dev451	40	0.034742123	eup
dev452	918	0.008916473	eup
dev452	85	0.030140399	eup
dev452	40	0.059043953	eup
dev454	1315	0.009463392	eup
dev454	40	0.077937793	eup
dev455	871	0.050381449	eup
dev455	101	0.049976743	eup
dev455	40	0.010279163	eup
dev456	47	0.05367786	eup
dev456	298	0.014661846	eup
dev456	147	0.037308427	eup
dev456	311	0.055667282	eup
dev456	59	0.013575324	eup
dev456	255	0.041058587	eup
dev456	146	0.038887611	eup
dev456	40	0.032427984	eup
LYMcell01	15	0.045209844	lym
LYMcell01	15	0.019502845	lym
LYMcell03	23	0.409049625	lym
LYMcell03	7	0.000999007	lym
LYMcell04	1	0.319033923	lym
LYMcell06	7	0.171824953	lym
LYMcell07	2	0.216723641	lym
LYMcell07	5	0.136512293	lym
LYMcell08	5	0.082007329	lym
LYMcell15	3	0.13240821	lym
LYMcell15	4	0.110670326	lym
LYMcell26	15	0.183720039	lym
LYMcell26	4	0.091382983	lym
LYMcell26	4	0.218452842	lym
LYMcell27	3	0.041737674	lym
LYMcell27	4	0.026618203	lym
LYMcell29	9	0.084901685	lym
LYMcell29	6	0.172684641	lym
LYMcell31	11	0.06938356	lym
LYMcell32	16	0.219457455	lym
LYMcell34	15	0.252637523	lym
LYMcell34	4	0.078021057	lym
LYMcell40	5	0.160793444	lym
LYMcell43	9	0.035672223	lym
LYMcell47	6	0.301323141	lym
dev266	2	0.086555021	lym
dev270	7	0.155976719	lym
dev275	9	0.165231466	lym
dev276	9	0.131415914	lym
dev276	13	0.059546321	lym
dev277	2	0.040802556	lym
dev283	13	0.22153123	lym
dev284	9	0.044072454	lym
dev286	1	0.014395944	lym
dev340	3	0.068528756	lym
dev340	6	0.153056643	lym
dev340	2	0.021528189	lym
dev342	5	0.143236497	lym
dev344	4	0.056248255	lym
dev345	6	0.042258889	lym
dev345	9	0.128981597	lym
dev346	10	0.3034699	lym
dev347	12	0.039894659	lym
dev347	3	0.439720127	lym
dev349	12	0.040231787	lym
dev350	3	0.038668313	lym
dev352	3	0.044391218	lym
dev353	3	0.026094872	lym
dev354	11	0.228987246	lym
dev357	2	0.059649779	lym
dev357	3	0.048072995	lym
dev359	15	0.038170586	lym
dev360	3	0.059741686	lym
dev361	4	0.205004228	lym
dev442	1	0.034346604	lym
dev443	16	0.009073993	lym
dev444	6	0.133661092	lym
dev445	2	0.024481167	lym
dev446	10	0.074069028	lym
dev447	5	0.310212386	lym
dev448	3	0.102018308	lym
dev450	4	0.066849652	lym
dev451	3	0.096195118	lym
dev452	4	0.041101101	lym
dev452	8	0.015715044	lym
dev455	2	0.025632453	lym
dev455	4	0.02072793	lym
dev456	2	0.116500317	lym
LYMcell01	1	0.465695347	put
LYMcell01	15	0.023812816	put
LYMcell01	9	0.282998586	put
LYMcell01	10	0.358013276	put
LYMcell01	17	0.44469106	put
LYMcell01	13	0.316541568	put
LYMcell01	2	0.017598108	put
LYMcell01	6	0.010373077	put
LYMcell01	18	0.249502454	put
LYMcell01	30	0.255525117	put
LYMcell01	3	0.079878184	put
LYMcell01	5	0.158683732	put
LYMcell01	1	0.299872852	put
LYMcell01	2	0.034519628	put
LYMcell01	12	0.385909359	put
LYMcell01	21	0.117696946	put
LYMcell01	14	0.004238581	put
LYMcell01	17	0.416074235	put
LYMcell01	32	0.343348136	put
LYMcell01	11	0.099914739	put
LYMcell01	4	0.012145332	put
LYMcell01	3	0.064450412	put
LYMcell01	28	0.412572043	put
LYMcell01	21	0.145460482	put
LYMcell01	16	0.334190736	put
LYMcell01	23	0.441550713	put
LYMcell03	4	0.364922112	put
LYMcell03	3	0.413634307	put
LYMcell03	9	0.382889548	put
LYMcell03	7	0.329016414	put
LYMcell03	10	0.421098912	put
LYMcell03	5	0.362131252	put
LYMcell03	9	0.426905493	put
LYMcell03	21	0.327368665	put
LYMcell03	3	0.111456229	put
LYMcell03	5	0.263600242	put
LYMcell03	2	0.102273626	put
LYMcell03	3	0.310980111	put
LYMcell03	18	0.375950917	put
LYMcell03	18	0.413816226	put
LYMcell03	5	0.416631005	put
LYMcell04	7	0.179669529	put
LYMcell04	5	0.215439218	put
LYMcell04	3	0.483357479	put
LYMcell04	12	0.220061996	put
LYMcell04	34	0.23977211	put
LYMcell04	4	0.34934643	put
LYMcell04	2	0.403077341	put
LYMcell04	14	0.330862644	put
LYMcell04	12	0.046318094	put
LYMcell04	1	0.299205968	put
LYMcell04	2	0.191999712	put
LYMcell04	1	0.230915818	put
LYMcell04	9	0.267780509	put
LYMcell04	2	0.402401819	put
LYMcell04	2	0.163214613	put
LYMcell04	1	0.224489239	put
LYMcell04	2	0.387973583	put
LYMcell04	8	0.407673029	put
LYMcell04	2	0.239515567	put
LYMcell04	18	0.158361605	put
LYMcell04	8	0.399446233	put
LYMcell04	1	0.063825225	put
LYMcell04	1	0.254747298	put
LYMcell04	5	0.010937424	put
LYMcell04	2	0.442648136	put
LYMcell04	11	0.43892147	put
LYMcell04	2	0.078210169	put
LYMcell04	10	0.396387852	put
LYMcell06	1	0.247915982	put
LYMcell06	10	0.357970088	put
LYMcell06	3	0.075987677	put
LYMcell06	6	0.368169454	put
LYMcell06	2	0.212610093	put
LYMcell06	1	0.186365883	put
LYMcell06	1	0.44886173	put
LYMcell06	1	0.095236341	put
LYMcell07	4	0.174542479	put
LYMcell07	20	0.409284931	put
LYMcell07	2	0.037229612	put
LYMcell08	11	0.047391101	put
LYMcell08	4	0.234212599	put
LYMcell08	4	0.139150342	put
LYMcell08	1	0.402856262	put
LYMcell08	13	0.199254878	put
LYMcell08	6	0.006921795	put
LYMcell08	1	0.459904503	put
LYMcell08	5	0.039702893	put
LYMcell08	6	0.323282674	put
LYMcell08	2	0.2488797	put
LYMcell08	1	0.378285354	put
LYMcell08	23	0.051282643	put
LYMcell08	19	0.126064535	put
LYMcell08	2	0.301208873	put
LYMcell08	3	0.388856364	put
LYMcell08	26	0.495076725	put
LYMcell08	5	0.060674273	put
LYMcell08	14	0.467873578	put
LYMcell08	24	0.462082073	put
LYMcell08	21	0.32233441	put
LYMcell08	3	0.049607671	put
LYMcell08	5	0.161369113	put
LYMcell08	9	0.280552899	put
LYMcell08	11	0.254288579	put
LYMcell08	17	0.280548432	put
LYMcell08	6	0.025529264	put
LYMcell08	2	0.335973006	put
LYMcell08	14	0.280200635	put
LYMcell15	11	0.041553681	put
LYMcell15	1	0.472659771	put
LYMcell26	6	0.202844503	put
LYMcell26	5	0.39184705	put
LYMcell26	2	0.047330113	put
LYMcell26	14	0.420474909	put
LYMcell26	2	0.159167311	put
LYMcell26	1	0.111036223	put
LYMcell27	1	0.415121455	put
LYMcell27	5	0.208512785	put
LYMcell27	31	0.439698842	put
LYMcell27	10	0.474081769	put
LYMcell27	22	0.379420587	put
LYMcell27	7	0.376180287	put
LYMcell27	3	0.098232027	put
LYMcell27	17	0.425257878	put
LYMcell27	2	0.444574405	put
LYMcell27	2	0.469674971	put
LYMcell27	1	0.469749673	put
LYMcell28	9	0.126321367	put
LYMcell28	3	0.160378563	put
LYMcell28	10	0.359515723	put
LYMcell28	7	0.396991873	put
LYMcell28	2	0.01188634	put
LYMcell28	3	0.002886564	put
LYMcell28	3	0.080054813	put
LYMcell28	4	0.326215116	put
LYMcell28	8	0.058100219	put
LYMcell28	5	0.190142447	put
LYMcell29	5	0.033019617	put
LYMcell29	6	0.117345904	put
LYMcell29	3	0.308761828	put
LYMcell29	2	0.113787423	put
LYMcell29	10	0.24605741	put
LYMcell29	10	0.458732368	put
LYMcell29	2	0.356409839	put
LYMcell29	1	0.330413934	put
LYMcell29	5	0.119312265	put
LYMcell29	5	0.096635704	put
LYMcell29	1	0.164042042	put
LYMcell29	1	0.498112038	put
LYMcell29	11	0.389724592	put
LYMcell29	6	0.181289825	put
LYMcell29	3	0.010326154	put
LYMcell31	2	0.180611262	put
LYMcell31	2	0.205486112	put
LYMcell31	12	0.448784444	put
LYMcell31	1	0.325078718	put
LYMcell31	14	0.20069605	put
LYMcell31	10	0.44256709	put
LYMcell31	2	0.09468215	put
LYMcell31	6	0.145760379	put
LYMcell31	3	0.264433446	put
LYMcell31	2	0.13581008	put
LYMcell32	29	0.328927502	put
LYMcell32	13	0.167774699	put
LYMcell32	15	0.28182085	put
LYMcell32	10	0.050007014	put
LYMcell32	9	0.107538881	put
LYMcell32	19	0.268359464	put
LYMcell32	19	0.266219174	put
LYMcell32	28	0.153244518	put
LYMcell32	13	0.1040863	put
LYMcell32	13	0.062167776	put
LYMcell32	2	0.001189057	put
LYMcell32	4	0.03801084	put
LYMcell32	27	0.308755547	put
LYMcell32	38	0.26346002	put
LYMcell32	11	0.018380498	put
LYMcell32	13	0.183148868	put
LYMcell32	25	0.117324182	put
LYMcell32	19	0.147286236	put
LYMcell32	6	0.046186701	put
LYMcell32	4	0.048265683	put
LYMcell32	9	0.301244903	put
LYMcell32	10	0.310689147	put
LYMcell32	6	0.365777223	put
LYMcell32	3	0.104183709	put
LYMcell32	2	0.066676364	put
LYMcell32	7	0.212531399	put
LYMcell32	7	0.285702162	put
LYMcell32	23	0.380902497	put
LYMcell32	24	0.195562962	put
LYMcell32	14	0.013604283	put
LYMcell32	10	0.125277995	put
LYMcell32	29	0.392877957	put
LYMcell32	13	0.378816647	put
LYMcell32	2	0.15926596	put
LYMcell32	51	0.432438391	put
LYMcell32	4	0.193777943	put
LYMcell32	11	0.24668766	put
LYMcell32	10	0.092733687	put
LYMcell32	13	0.45501116	put
LYMcell32	2	0.243998134	put
LYMcell32	5	0.290030293	put
LYMcell32	4	0.215331265	put
LYMcell32	2	0.12286497	put
LYMcell32	9	0.220049457	put
LYMcell32	13	0.364417942	put
LYMcell32	7	0.039496478	put
LYMcell32	9	0.032077288	put
LYMcell32	17	0.311410036	put
LYMcell32	7	0.274717591	put
LYMcell32	7	0.32635662	put
LYMcell34	7	0.02300042	put
LYMcell34	11	0.457193834	put
